Smic2030 SmicGene2030	ko00906 Carotenoid biosynthesis;ko01070 Biosynthesis of plant hormones;ko01062 Biosynthesis of terpenoids and steroids
Smic11662 SmicGene11662	ko03018 RNA degradation
Smic10541 SmicGene10541	ko04722 Neurotrophin signaling pathway
Smic30755 SmicGene30755	ko05020 Prion diseases
Smic45207 SmicGene45207	ko05016 Huntington's disease
Smic18164 SmicGene18164	ko00195 Photosynthesis
Smic46461 SmicGene46461	ko05016 Huntington's disease
Smic29822 SmicGene29822	ko00500 Starch and sucrose metabolism
Smic7958 SmicGene7958	ko00860 Porphyrin and chlorophyll metabolism
Smic14035 SmicGene14035	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic10992 SmicGene10992	ko00061 Fatty acid biosynthesis;ko00620 Pyruvate metabolism;ko04910 Insulin signaling pathway;ko00640 Propanoate metabolism
Smic47989 SmicGene47989	ko05200 Pathways in cancer;ko05219 Bladder cancer
Smic38689 SmicGene38689	ko04310 Wnt signaling pathway
Smic29926 SmicGene29926	ko00230 Purine metabolism
Smic29908 SmicGene29908	ko05200 Pathways in cancer;ko05219 Bladder cancer
Smic4186 SmicGene4186	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01061 Biosynthesis of phenylpropanoids;ko01070 Biosynthesis of plant hormones;ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
Smic43329 SmicGene43329	ko04111 Cell cycle - yeast
Smic2152 SmicGene2152	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis
Smic9195 SmicGene9195	ko00970 Aminoacyl-tRNA biosynthesis;ko00860 Porphyrin and chlorophyll metabolism
Smic38516 SmicGene38516	ko05200 Pathways in cancer;ko03430 Mismatch repair;ko05213 Endometrial cancer;ko05210 Colorectal cancer
Smic43355 SmicGene43355	ko00061 Fatty acid biosynthesis;ko00620 Pyruvate metabolism;ko04910 Insulin signaling pathway;ko00640 Propanoate metabolism
Smic758 SmicGene758	ko00512 O-Glycan biosynthesis
Smic15752 SmicGene15752	ko00061 Fatty acid biosynthesis
Smic37015 SmicGene37015	ko00500 Starch and sucrose metabolism;ko00053 Ascorbate and aldarate metabolism;ko00040 Pentose and glucuronate interconversions;ko00520 Amino sugar and nucleotide sugar metabolism
Smic24736 SmicGene24736	ko03070 Bacterial secretion system;ko03060 Protein export
Smic24702 SmicGene24702	ko04722 Neurotrophin signaling pathway
Smic32586 SmicGene32586	ko00330 Arginine and proline metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
Smic13287 SmicGene13287	ko04120 Ubiquitin mediated proteolysis
Smic28811 SmicGene28811	ko00190 Oxidative phosphorylation
Smic30743 SmicGene30743	ko00830 Retinol metabolism;ko00500 Starch and sucrose metabolism;ko00983 Drug metabolism - other enzymes;ko00053 Ascorbate and aldarate metabolism;ko00040 Pentose and glucuronate interconversions;ko00860 Porphyrin and chlorophyll metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00982 Drug metabolism - cytochrome P450;ko00140 Steroid hormone biosynthesis
Smic44111 SmicGene44111	ko00270 Cysteine and methionine metabolism
Smic5910 SmicGene5910	ko05200 Pathways in cancer;ko03430 Mismatch repair;ko05210 Colorectal cancer
Smic39723 SmicGene39723	ko04612 Antigen processing and presentation;ko04142 Lysosome
Smic8399 SmicGene8399	ko05016 Huntington's disease
Smic15096 SmicGene15096	ko00195 Photosynthesis
Smic13650 SmicGene13650	ko04722 Neurotrophin signaling pathway
Smic15329 SmicGene15329	ko04626 Plant-pathogen interaction
Smic10756 SmicGene10756	ko03420 Nucleotide excision repair
Smic14331 SmicGene14331	ko00760 Nicotinate and nicotinamide metabolism
Smic23519 SmicGene23519	ko04146 Peroxisome;ko00330 Arginine and proline metabolism;ko00260 Glycine, serine and threonine metabolism;ko00472 D-Arginine and D-ornithine metabolism;ko00311 Penicillin and cephalosporin biosynthesis
Smic26903 SmicGene26903	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00770 Pantothenate and CoA biosynthesis;ko00660 C5-Branched dibasic acid metabolism;ko00290 Valine, leucine and isoleucine biosynthesis;ko00650 Butanoate metabolism
Smic28408 SmicGene28408	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic13146 SmicGene13146	ko04114 Oocyte meiosis;ko04722 Neurotrophin signaling pathway;ko04110 Cell cycle
Smic7048 SmicGene7048	ko04120 Ubiquitin mediated proteolysis
Smic21486 SmicGene21486	ko02010 ABC transporters
Smic21006 SmicGene21006	ko04612 Antigen processing and presentation;ko04142 Lysosome
Smic40033 SmicGene40033	ko00195 Photosynthesis
Smic5939 SmicGene5939	ko00600 Sphingolipid metabolism;ko04142 Lysosome
Smic26209 SmicGene26209	ko00480 Glutathione metabolism
Smic14486 SmicGene14486	ko00522 Biosynthesis of 12-, 14- and 16-membered macrolides
Smic29618 SmicGene29618	ko04120 Ubiquitin mediated proteolysis
Smic33708 SmicGene33708	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic34616 SmicGene34616	ko01061 Biosynthesis of phenylpropanoids;ko00940 Phenylpropanoid biosynthesis
Smic35232 SmicGene35232	ko04142 Lysosome;ko00603 Glycosphingolipid biosynthesis - globo series
Smic28364 SmicGene28364	ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
Smic9018 SmicGene9018	ko00500 Starch and sucrose metabolism;ko04910 Insulin signaling pathway
Smic36655 SmicGene36655	ko04144 Endocytosis
Smic30650 SmicGene30650	ko00250 Alanine, aspartate and glutamate metabolism;ko00330 Arginine and proline metabolism
Smic29741 SmicGene29741	ko04142 Lysosome
Smic41890 SmicGene41890	ko03010 Ribosome
Smic11360 SmicGene11360	ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Smic3226 SmicGene3226	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Smic4004 SmicGene4004	ko00480 Glutathione metabolism
Smic34103 SmicGene34103	ko00680 Methane metabolism
Smic36887 SmicGene36887	ko03010 Ribosome
Smic29841 SmicGene29841	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic16611 SmicGene16611	ko04120 Ubiquitin mediated proteolysis
Smic24860 SmicGene24860	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic3201 SmicGene3201	ko00500 Starch and sucrose metabolism;ko04910 Insulin signaling pathway
Smic33072 SmicGene33072	ko04120 Ubiquitin mediated proteolysis
Smic21539 SmicGene21539	ko03040 Spliceosome
Smic12822 SmicGene12822	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic4933 SmicGene4933	ko05016 Huntington's disease
Smic4900 SmicGene4900	ko02010 ABC transporters
Smic37988 SmicGene37988	ko04120 Ubiquitin mediated proteolysis
Smic7295 SmicGene7295	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic10408 SmicGene10408	ko00310 Lysine degradation
Smic934 SmicGene934	ko04111 Cell cycle - yeast
Smic9890 SmicGene9890	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Smic34454 SmicGene34454	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04111 Cell cycle - yeast
Smic40848 SmicGene40848	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic40757 SmicGene40757	ko00920 Sulfur metabolism
Smic31095 SmicGene31095	ko00510 N-Glycan biosynthesis
Smic22886 SmicGene22886	ko00051 Fructose and mannose metabolism;ko00030 Pentose phosphate pathway;ko00010 Glycolysis / Gluconeogenesis;ko00710 Carbon fixation in photosynthetic organisms
Smic29516 SmicGene29516	ko04120 Ubiquitin mediated proteolysis
Smic23446 SmicGene23446	ko02020 Two-component system
Smic6645 SmicGene6645	ko04626 Plant-pathogen interaction
Smic11009 SmicGene11009	ko03320 PPAR signaling pathway
Smic17273 SmicGene17273	ko00051 Fructose and mannose metabolism
Smic11640 SmicGene11640	ko03450 Non-homologous end-joining
Smic21525 SmicGene21525	ko03430 Mismatch repair
Smic39196 SmicGene39196	ko05216 Thyroid cancer;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko04930 Type II diabetes mellitus;ko04320 Dorso-ventral axis formation;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko04270 Vascular smooth muscle contraction;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko04520 Adherens junction;ko05223 Non-small cell lung cancer;ko04916 Melanogenesis;ko04062 Chemokine signaling pathway;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway;ko04621 NOD-like receptor signaling pathway;ko04370 VEGF signaling pathway;ko04540 Gap junction;ko04960 Aldosterone-regulated sodium reabsorption;ko04013 MAPK signaling pathway - fly;ko05215 Prostate cancer;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko05020 Prion diseases;ko04720 Long-term potentiation;ko05211 Renal cell carcinoma;ko04660 T cell receptor signaling pathway;ko05218 Melanoma;ko04664 Fc epsilon RI signaling pathway;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
Smic4708 SmicGene4708	ko00903 Limonene and pinene degradation;ko00626 Naphthalene and anthracene degradation;ko00281 Geraniol degradation;ko00624 1- and 2-Methylnaphthalene degradation
Smic21146 SmicGene21146	ko00790 Folate biosynthesis;ko00361 gamma-Hexachlorocyclohexane degradation;ko02020 Two-component system
Smic16227 SmicGene16227	ko00512 O-Glycan biosynthesis
Smic31208 SmicGene31208	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
Smic27685 SmicGene27685	ko05016 Huntington's disease
Smic2419 SmicGene2419	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
Smic1734 SmicGene1734	ko00860 Porphyrin and chlorophyll metabolism
Smic30127 SmicGene30127	ko04722 Neurotrophin signaling pathway
Smic4854 SmicGene4854	ko04010 MAPK signaling pathway
Smic39463 SmicGene39463	ko00561 Glycerolipid metabolism
Smic16486 SmicGene16486	ko03070 Bacterial secretion system;ko03060 Protein export
Smic29814 SmicGene29814	ko00600 Sphingolipid metabolism;ko00140 Steroid hormone biosynthesis
Smic13881 SmicGene13881	ko00020 Citrate cycle (TCA cycle);ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic24468 SmicGene24468	ko00561 Glycerolipid metabolism
Smic38386 SmicGene38386	ko00230 Purine metabolism;ko00730 Thiamine metabolism
Smic15246 SmicGene15246	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis
Smic26369 SmicGene26369	ko04144 Endocytosis
Smic25104 SmicGene25104	ko00790 Folate biosynthesis;ko00361 gamma-Hexachlorocyclohexane degradation;ko02020 Two-component system
Smic3536 SmicGene3536	ko00030 Pentose phosphate pathway
Smic31201 SmicGene31201	ko00260 Glycine, serine and threonine metabolism
Smic25097 SmicGene25097	ko00510 N-Glycan biosynthesis
Smic15677 SmicGene15677	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic11568 SmicGene11568	ko04310 Wnt signaling pathway
Smic33435 SmicGene33435	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism;ko04730 Long-term depression;ko04540 Gap junction
Smic25444 SmicGene25444	ko05010 Alzheimer's disease
Smic22459 SmicGene22459	ko00250 Alanine, aspartate and glutamate metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
Smic7800 SmicGene7800	ko02010 ABC transporters
Smic11428 SmicGene11428	ko00620 Pyruvate metabolism
Smic2103 SmicGene2103	ko03030 DNA replication;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Smic19187 SmicGene19187	ko00770 Pantothenate and CoA biosynthesis
Smic39131 SmicGene39131	ko00310 Lysine degradation
Smic5067 SmicGene5067	ko05016 Huntington's disease
Smic13698 SmicGene13698	ko02010 ABC transporters
Smic7315 SmicGene7315	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic27569 SmicGene27569	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Smic32272 SmicGene32272	ko00061 Fatty acid biosynthesis
Smic19898 SmicGene19898	ko00195 Photosynthesis
Smic20167 SmicGene20167	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Smic1399 SmicGene1399	ko04722 Neurotrophin signaling pathway
Smic3875 SmicGene3875	ko03018 RNA degradation
Smic37415 SmicGene37415	ko02010 ABC transporters
Smic39999 SmicGene39999	ko00970 Aminoacyl-tRNA biosynthesis
Smic26827 SmicGene26827	ko03050 Proteasome
Smic32014 SmicGene32014	ko03010 Ribosome
Smic5304 SmicGene5304	ko00260 Glycine, serine and threonine metabolism
Smic12015 SmicGene12015	ko00970 Aminoacyl-tRNA biosynthesis
Smic15154 SmicGene15154	ko03040 Spliceosome
Smic4436 SmicGene4436	ko04111 Cell cycle - yeast
Smic37958 SmicGene37958	ko00380 Tryptophan metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00071 Fatty acid metabolism
Smic12764 SmicGene12764	ko00860 Porphyrin and chlorophyll metabolism
Smic12993 SmicGene12993	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic11958 SmicGene11958	ko03050 Proteasome
Smic20966 SmicGene20966	ko00906 Carotenoid biosynthesis;ko01070 Biosynthesis of plant hormones;ko01062 Biosynthesis of terpenoids and steroids
Smic33085 SmicGene33085	ko03040 Spliceosome;ko05322 Systemic lupus erythematosus
Smic39203 SmicGene39203	ko03010 Ribosome
Smic1240 SmicGene1240	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00983 Drug metabolism - other enzymes
Smic36394 SmicGene36394	ko00230 Purine metabolism
Smic15449 SmicGene15449	ko00380 Tryptophan metabolism;ko00310 Lysine degradation;ko00632 Benzoate degradation via CoA ligation;ko00071 Fatty acid metabolism
Smic39288 SmicGene39288	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Smic20813 SmicGene20813	ko04622 RIG-I-like receptor signaling pathway
Smic11956 SmicGene11956	ko03430 Mismatch repair;ko03030 DNA replication;ko03440 Homologous recombination;ko03420 Nucleotide excision repair
Smic19361 SmicGene19361	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko03020 RNA polymerase
Smic10535 SmicGene10535	ko03010 Ribosome
Smic12788 SmicGene12788	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism;ko04730 Long-term depression;ko04540 Gap junction
Smic14863 SmicGene14863	ko04610 Complement and coagulation cascades
Smic41623 SmicGene41623	ko00380 Tryptophan metabolism
Smic26179 SmicGene26179	ko00760 Nicotinate and nicotinamide metabolism
Smic38027 SmicGene38027	ko03410 Base excision repair
Smic32758 SmicGene32758	ko04142 Lysosome
Smic38662 SmicGene38662	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic34601 SmicGene34601	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
Smic9703 SmicGene9703	ko00500 Starch and sucrose metabolism
Smic33802 SmicGene33802	ko04622 RIG-I-like receptor signaling pathway;ko04140 Regulation of autophagy
Smic33896 SmicGene33896	ko03040 Spliceosome
Smic29038 SmicGene29038	ko00910 Nitrogen metabolism
Smic42602 SmicGene42602	ko04626 Plant-pathogen interaction
Smic5875 SmicGene5875	ko04010 MAPK signaling pathway
Smic21880 SmicGene21880	ko03010 Ribosome
Smic20018 SmicGene20018	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic42052 SmicGene42052	ko04722 Neurotrophin signaling pathway
Smic26349 SmicGene26349	ko04120 Ubiquitin mediated proteolysis
Smic33825 SmicGene33825	ko00230 Purine metabolism
Smic6869 SmicGene6869	ko04742 Taste transduction
Smic14587 SmicGene14587	ko00260 Glycine, serine and threonine metabolism
Smic29893 SmicGene29893	ko04146 Peroxisome;ko04920 Adipocytokine signaling pathway;ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism
Smic4997 SmicGene4997	ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis
Smic40179 SmicGene40179	ko00330 Arginine and proline metabolism
Smic180 SmicGene180	ko00270 Cysteine and methionine metabolism;ko00260 Glycine, serine and threonine metabolism;ko00300 Lysine biosynthesis
Smic38558 SmicGene38558	ko04514 Cell adhesion molecules (CAMs)
Smic10590 SmicGene10590	ko00270 Cysteine and methionine metabolism
Smic1862 SmicGene1862	ko04150 mTOR signaling pathway;ko03010 Ribosome;ko04910 Insulin signaling pathway
Smic20910 SmicGene20910	ko00860 Porphyrin and chlorophyll metabolism
Smic31610 SmicGene31610	ko04144 Endocytosis
Smic43979 SmicGene43979	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko05010 Alzheimer's disease;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic11674 SmicGene11674	ko03018 RNA degradation
Smic2144 SmicGene2144	ko00903 Limonene and pinene degradation;ko00632 Benzoate degradation via CoA ligation;ko01040 Biosynthesis of unsaturated fatty acids
Smic37033 SmicGene37033	ko04142 Lysosome
Smic12328 SmicGene12328	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00632 Benzoate degradation via CoA ligation;ko00281 Geraniol degradation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Smic37248 SmicGene37248	ko02010 ABC transporters
Smic10091 SmicGene10091	ko03010 Ribosome
Smic42140 SmicGene42140	ko04111 Cell cycle - yeast
Smic8755 SmicGene8755	ko04612 Antigen processing and presentation;ko04142 Lysosome
Smic28429 SmicGene28429	ko03040 Spliceosome
Smic22056 SmicGene22056	ko00500 Starch and sucrose metabolism
Smic43599 SmicGene43599	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic22991 SmicGene22991	ko00230 Purine metabolism;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko04930 Type II diabetes mellitus;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic20685 SmicGene20685	ko04142 Lysosome
Smic40766 SmicGene40766	ko04360 Axon guidance
Smic28103 SmicGene28103	ko00270 Cysteine and methionine metabolism;ko00670 One carbon pool by folate
Smic14813 SmicGene14813	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Smic34580 SmicGene34580	ko04612 Antigen processing and presentation;ko04142 Lysosome
Smic20489 SmicGene20489	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic9479 SmicGene9479	ko00230 Purine metabolism;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko04930 Type II diabetes mellitus;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic26879 SmicGene26879	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko05010 Alzheimer's disease;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic39391 SmicGene39391	ko00628 Fluorene degradation;ko00626 Naphthalene and anthracene degradation;ko00624 1- and 2-Methylnaphthalene degradation
Smic13521 SmicGene13521	ko05216 Thyroid cancer;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko04930 Type II diabetes mellitus;ko04320 Dorso-ventral axis formation;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko04270 Vascular smooth muscle contraction;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko04520 Adherens junction;ko05223 Non-small cell lung cancer;ko04916 Melanogenesis;ko04062 Chemokine signaling pathway;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway;ko04621 NOD-like receptor signaling pathway;ko04370 VEGF signaling pathway;ko04540 Gap junction;ko04960 Aldosterone-regulated sodium reabsorption;ko04013 MAPK signaling pathway - fly;ko05215 Prostate cancer;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko05020 Prion diseases;ko04720 Long-term potentiation;ko05211 Renal cell carcinoma;ko04660 T cell receptor signaling pathway;ko05218 Melanoma;ko04664 Fc epsilon RI signaling pathway;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
Smic7169 SmicGene7169	ko04020 Calcium signaling pathway
Smic26143 SmicGene26143	ko02010 ABC transporters
Smic24566 SmicGene24566	ko02010 ABC transporters
Smic42588 SmicGene42588	ko00522 Biosynthesis of 12-, 14- and 16-membered macrolides
Smic3473 SmicGene3473	ko00930 Caprolactam degradation;ko00010 Glycolysis / Gluconeogenesis;ko00561 Glycerolipid metabolism
Smic23208 SmicGene23208	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
Smic24395 SmicGene24395	ko03060 Protein export
Smic45625 SmicGene45625	ko00051 Fructose and mannose metabolism
Smic16174 SmicGene16174	ko03040 Spliceosome
Smic3538 SmicGene3538	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism
Smic4329 SmicGene4329	ko00500 Starch and sucrose metabolism;ko00460 Cyanoamino acid metabolism;ko00940 Phenylpropanoid biosynthesis
Smic16105 SmicGene16105	ko04114 Oocyte meiosis;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Smic36102 SmicGene36102	ko02010 ABC transporters
Smic6577 SmicGene6577	ko02010 ABC transporters;ko04142 Lysosome
Smic17860 SmicGene17860	ko00511 Other glycan degradation;ko00600 Sphingolipid metabolism;ko04142 Lysosome
Smic30849 SmicGene30849	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism
Smic25036 SmicGene25036	ko03040 Spliceosome
Smic36770 SmicGene36770	ko00230 Purine metabolism
Smic3512 SmicGene3512	ko03010 Ribosome
Smic7321 SmicGene7321	ko04140 Regulation of autophagy
Smic5656 SmicGene5656	ko00520 Amino sugar and nucleotide sugar metabolism
Smic17043 SmicGene17043	ko00480 Glutathione metabolism
Smic19679 SmicGene19679	ko04142 Lysosome
Smic30047 SmicGene30047	ko03010 Ribosome
Smic5660 SmicGene5660	ko04011 MAPK signaling pathway - yeast;ko00620 Pyruvate metabolism
Smic14833 SmicGene14833	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism
Smic32256 SmicGene32256	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic13917 SmicGene13917	ko04144 Endocytosis
Smic16843 SmicGene16843	ko03040 Spliceosome
Smic37495 SmicGene37495	ko03410 Base excision repair;ko03450 Non-homologous end-joining
Smic22525 SmicGene22525	ko00260 Glycine, serine and threonine metabolism;ko00630 Glyoxylate and dicarboxylate metabolism
Smic37107 SmicGene37107	ko00051 Fructose and mannose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
