Spis2017 SpisGene2017	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis10342 SpisGene10342	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism;ko00260 Glycine, serine and threonine metabolism
Spis18952 SpisGene18952	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis13209 SpisGene13209	ko04330 Notch signaling pathway
Spis4020 SpisGene4020	ko04080 Neuroactive ligand-receptor interaction
Spis23516 SpisGene23516	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis7234 SpisGene7234	ko04270 Vascular smooth muscle contraction
Spis11646 SpisGene11646	ko04144 Endocytosis
Spis18001 SpisGene18001	ko04144 Endocytosis
Spis3268 SpisGene3268	ko04742 Taste transduction
Spis6623 SpisGene6623	ko00280 Valine, leucine and isoleucine degradation;ko00640 Propanoate metabolism
Spis14053 SpisGene14053	ko03420 Nucleotide excision repair;ko04120 Ubiquitin mediated proteolysis
Spis2770 SpisGene2770	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis1140 SpisGene1140	ko04080 Neuroactive ligand-receptor interaction
Spis1358 SpisGene1358	ko03440 Homologous recombination
Spis3274 SpisGene3274	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko04012 ErbB signaling pathway;ko04912 GnRH signaling pathway;ko04620 Toll-like receptor signaling pathway;ko04664 Fc epsilon RI signaling pathway;ko04010 MAPK signaling pathway
Spis17051 SpisGene17051	ko04146 Peroxisome;ko00430 Taurine and hypotaurine metabolism;ko00120 Primary bile acid biosynthesis;ko01040 Biosynthesis of unsaturated fatty acids
Spis22342 SpisGene22342	ko04810 Regulation of actin cytoskeleton;ko04060 Cytokine-cytokine receptor interaction;ko04020 Calcium signaling pathway;ko04540 Gap junction;ko04144 Endocytosis;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04510 Focal adhesion;ko05210 Colorectal cancer;ko05218 Melanoma;ko05214 Glioma;ko04010 MAPK signaling pathway
Spis21155 SpisGene21155	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis8958 SpisGene8958	ko04114 Oocyte meiosis;ko04113 Meiosis - yeast;ko04310 Wnt signaling pathway
Spis18082 SpisGene18082	ko04621 NOD-like receptor signaling pathway
Spis18977 SpisGene18977	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis10913 SpisGene10913	ko01040 Biosynthesis of unsaturated fatty acids
Spis24807 SpisGene24807	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Spis2259 SpisGene2259	ko04146 Peroxisome;ko04920 Adipocytokine signaling pathway;ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism
Spis11445.t1 SpisGene11445	ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Spis495 SpisGene495	ko03018 RNA degradation
Spis9904 SpisGene9904	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01061 Biosynthesis of phenylpropanoids;ko00940 Phenylpropanoid biosynthesis
Spis6785 SpisGene6785	ko05200 Pathways in cancer;ko05219 Bladder cancer
Spis17594 SpisGene17594	ko00534 Heparan sulfate biosynthesis;ko00532 Chondroitin sulfate biosynthesis
Spis5035 SpisGene5035	ko04520 Adherens junction
Spis7952 SpisGene7952	ko04150 mTOR signaling pathway
Spis21966 SpisGene21966	ko04514 Cell adhesion molecules (CAMs)
Spis19691 SpisGene19691	ko04120 Ubiquitin mediated proteolysis
Spis23396 SpisGene23396	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis11745 SpisGene11745	ko00270 Cysteine and methionine metabolism;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko00350 Tyrosine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism;ko00250 Alanine, aspartate and glutamate metabolism;ko00401 Novobiocin biosynthesis;ko00330 Arginine and proline metabolism;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
Spis15831 SpisGene15831	ko00565 Ether lipid metabolism
Spis3971 SpisGene3971	ko00790 Folate biosynthesis;ko00361 gamma-Hexachlorocyclohexane degradation;ko02020 Two-component system
Spis7755 SpisGene7755	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis23990 SpisGene23990	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis14112 SpisGene14112	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Spis25103 SpisGene25103	ko04360 Axon guidance
Spis17298 SpisGene17298	ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
Spis18428 SpisGene18428	ko00260 Glycine, serine and threonine metabolism;ko00290 Valine, leucine and isoleucine biosynthesis
Spis19072 SpisGene19072	ko03018 RNA degradation
Spis18644 SpisGene18644	ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism
Spis22167 SpisGene22167	ko04144 Endocytosis
Spis18968 SpisGene18968	ko03040 Spliceosome
Spis9529 SpisGene9529	ko04130 SNARE interactions in vesicular transport
Spis11959 SpisGene11959	ko03010 Ribosome
Spis10596 SpisGene10596	ko03410 Base excision repair;ko05340 Primary immunodeficiency
Spis22454 SpisGene22454	ko03010 Ribosome
Spis25611 SpisGene25611	ko00500 Starch and sucrose metabolism;ko00053 Ascorbate and aldarate metabolism;ko00040 Pentose and glucuronate interconversions;ko00520 Amino sugar and nucleotide sugar metabolism
Spis14263 SpisGene14263	ko04142 Lysosome
Spis23017 SpisGene23017	ko00760 Nicotinate and nicotinamide metabolism
Spis18196 SpisGene18196	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis21987 SpisGene21987	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis9830 SpisGene9830	ko00380 Tryptophan metabolism;ko00910 Nitrogen metabolism
Spis318.t1 SpisGene318	ko03040 Spliceosome
Spis4251 SpisGene4251	ko00630 Glyoxylate and dicarboxylate metabolism
Spis14274 SpisGene14274	ko04360 Axon guidance;ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
Spis20181 SpisGene20181	ko03010 Ribosome
Spis19229 SpisGene19229	ko05200 Pathways in cancer;ko05219 Bladder cancer
Spis4651 SpisGene4651	ko04070 Phosphatidylinositol signaling system;ko04020 Calcium signaling pathway;ko00562 Inositol phosphate metabolism
Spis2290 SpisGene2290	ko04144 Endocytosis
Spis13054 SpisGene13054	ko00970 Aminoacyl-tRNA biosynthesis
Spis134 SpisGene134	ko00770 Pantothenate and CoA biosynthesis
Spis763 SpisGene763	ko00230 Purine metabolism;ko04912 GnRH signaling pathway;ko04062 Chemokine signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04540 Gap junction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05414 Dilated cardiomyopathy;ko04914 Progesterone-mediated oocyte maturation;ko05110 Vibrio cholerae infection
Spis16216 SpisGene16216	ko04080 Neuroactive ligand-receptor interaction
Spis15983 SpisGene15983	ko04742 Taste transduction
Spis1603 SpisGene1603	ko00920 Sulfur metabolism;ko00532 Chondroitin sulfate biosynthesis
Spis23145 SpisGene23145	ko04360 Axon guidance
Spis5443 SpisGene5443	ko00310 Lysine degradation
Spis5128 SpisGene5128	ko04020 Calcium signaling pathway
Spis21066 SpisGene21066	ko04144 Endocytosis
Spis4634 SpisGene4634	ko02010 ABC transporters
Spis5110 SpisGene5110	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis17883.t1 SpisGene17883	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis13984 SpisGene13984	ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Spis6567 SpisGene6567	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis9632 SpisGene9632	ko04142 Lysosome
Spis16445 SpisGene16445	ko00510 N-Glycan biosynthesis
Spis5535 SpisGene5535	ko03410 Base excision repair;ko00230 Purine metabolism;ko03430 Mismatch repair;ko03030 DNA replication;ko03440 Homologous recombination;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
Spis10700 SpisGene10700	ko00750 Vitamin B6 metabolism
Spis13801 SpisGene13801	ko03010 Ribosome
Spis10724 SpisGene10724	ko05012 Parkinson's disease;ko04120 Ubiquitin mediated proteolysis
Spis16816 SpisGene16816	ko00910 Nitrogen metabolism
Spis11121 SpisGene11121	ko00362 Benzoate degradation via hydroxylation
Spis23352 SpisGene23352	ko04360 Axon guidance
Spis9950 SpisGene9950	ko00910 Nitrogen metabolism
Spis13493 SpisGene13493	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
Spis25071 SpisGene25071	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis15691 SpisGene15691	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
Spis17838 SpisGene17838	ko04130 SNARE interactions in vesicular transport
Spis7332.t1 SpisGene7332	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis4882 SpisGene4882	ko00230 Purine metabolism
Spis20997 SpisGene20997	ko04514 Cell adhesion molecules (CAMs)
Spis7550 SpisGene7550	ko00600 Sphingolipid metabolism
Spis14983 SpisGene14983	ko03018 RNA degradation
Spis23845 SpisGene23845	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis18845 SpisGene18845	ko05200 Pathways in cancer;ko05211 Renal cell carcinoma;ko04120 Ubiquitin mediated proteolysis
Spis18816 SpisGene18816	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis6880 SpisGene6880	ko04144 Endocytosis
Spis16034 SpisGene16034	ko05200 Pathways in cancer;ko04360 Axon guidance;ko05210 Colorectal cancer
Spis4435 SpisGene4435	ko04610 Complement and coagulation cascades
Spis19513 SpisGene19513	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis20531 SpisGene20531	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis3587 SpisGene3587	ko04142 Lysosome
Spis22475 SpisGene22475	ko04610 Complement and coagulation cascades
Spis10560 SpisGene10560	ko00230 Purine metabolism
Spis6344 SpisGene6344	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis17224 SpisGene17224	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis2202 SpisGene2202	ko03410 Base excision repair
Spis2077 SpisGene2077	ko04621 NOD-like receptor signaling pathway
Spis21521 SpisGene21521	ko02010 ABC transporters
Spis344 SpisGene344	ko04142 Lysosome
Spis16757 SpisGene16757	ko00910 Nitrogen metabolism
Spis22281 SpisGene22281	ko05322 Systemic lupus erythematosus
Spis8045 SpisGene8045	ko04310 Wnt signaling pathway
Spis7075 SpisGene7075	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
Spis163 SpisGene163	ko04150 mTOR signaling pathway
Spis23028 SpisGene23028	ko05213 Endometrial cancer;ko04810 Regulation of actin cytoskeleton;ko04060 Cytokine-cytokine receptor interaction;ko05219 Bladder cancer;ko04540 Gap junction;ko04144 Endocytosis;ko05212 Pancreatic cancer;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko05218 Melanoma;ko05214 Glioma;ko05223 Non-small cell lung cancer;ko04010 MAPK signaling pathway
Spis5685 SpisGene5685	ko05012 Parkinson's disease
Spis13586 SpisGene13586	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis3955.t1 SpisGene3955	ko00350 Tyrosine metabolism
Spis20424 SpisGene20424	ko04080 Neuroactive ligand-receptor interaction
Spis4249 SpisGene4249	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism;ko04140 Regulation of autophagy
Spis3715 SpisGene3715	ko00140 Steroid hormone biosynthesis
Spis1468.t2 SpisGene1468	ko04621 NOD-like receptor signaling pathway
Spis8797 SpisGene8797	ko00330 Arginine and proline metabolism
Spis21371.t1 SpisGene21371	ko00520 Amino sugar and nucleotide sugar metabolism
Spis22825 SpisGene22825	ko04310 Wnt signaling pathway
Spis11251 SpisGene11251	ko04742 Taste transduction
Spis9742 SpisGene9742	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis13283 SpisGene13283	ko04144 Endocytosis
Spis18231 SpisGene18231	ko03050 Proteasome
Spis9275 SpisGene9275	ko01040 Biosynthesis of unsaturated fatty acids
Spis21166 SpisGene21166	ko04330 Notch signaling pathway
Spis3376 SpisGene3376	ko00970 Aminoacyl-tRNA biosynthesis
Spis12466 SpisGene12466	ko03040 Spliceosome
Spis18480 SpisGene18480	ko00910 Nitrogen metabolism;ko00670 One carbon pool by folate;ko00260 Glycine, serine and threonine metabolism
Spis5836 SpisGene5836	ko00941 Flavonoid biosynthesis;ko01061 Biosynthesis of phenylpropanoids
Spis673 SpisGene673	ko04510 Focal adhesion;ko04010 MAPK signaling pathway
Spis16094 SpisGene16094	ko00983 Drug metabolism - other enzymes;ko00240 Pyrimidine metabolism
Spis21364 SpisGene21364	ko04142 Lysosome
Spis20057 SpisGene20057	ko03040 Spliceosome
Spis8701 SpisGene8701	ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko05210 Colorectal cancer;ko04310 Wnt signaling pathway;ko04330 Notch signaling pathway
Spis17483 SpisGene17483	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis12318 SpisGene12318	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis3007.t1 SpisGene3007	ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Spis6188.t1 SpisGene6188	ko04670 Leukocyte transendothelial migration;ko04530 Tight junction;ko04520 Adherens junction
Spis22072 SpisGene22072	ko04080 Neuroactive ligand-receptor interaction
Spis3570 SpisGene3570	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis19765 SpisGene19765	ko04144 Endocytosis
Spis25218 SpisGene25218	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis812 SpisGene812	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04020 Calcium signaling pathway;ko04540 Gap junction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04730 Long-term depression;ko05016 Huntington's disease;ko04720 Long-term potentiation
Spis5121 SpisGene5121	ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04662 B cell receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko05200 Pathways in cancer;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko04620 Toll-like receptor signaling pathway;ko05211 Renal cell carcinoma;ko05210 Colorectal cancer;ko04660 T cell receptor signaling pathway;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
Spis17991 SpisGene17991	ko00650 Butanoate metabolism
Spis19059 SpisGene19059	ko00520 Amino sugar and nucleotide sugar metabolism
Spis13028 SpisGene13028	ko00970 Aminoacyl-tRNA biosynthesis
Spis6310 SpisGene6310	ko04330 Notch signaling pathway
Spis1754 SpisGene1754	ko04120 Ubiquitin mediated proteolysis
Spis18866 SpisGene18866	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma
Spis12865 SpisGene12865	ko00380 Tryptophan metabolism
Spis8056.t2 SpisGene8056	ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko04062 Chemokine signaling pathway;ko04670 Leukocyte transendothelial migration;ko04662 B cell receptor signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko04510 Focal adhesion;ko04660 T cell receptor signaling pathway;ko04664 Fc epsilon RI signaling pathway
Spis8183 SpisGene8183	ko05221 Acute myeloid leukemia
Spis8717 SpisGene8717	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
Spis16863 SpisGene16863	ko00531 Glycosaminoglycan degradation;ko00500 Starch and sucrose metabolism;ko00983 Drug metabolism - other enzymes;ko00040 Pentose and glucuronate interconversions;ko00860 Porphyrin and chlorophyll metabolism;ko04142 Lysosome;ko00944 Flavone and flavonol biosynthesis
Spis23869 SpisGene23869	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis1816 SpisGene1816	ko03410 Base excision repair;ko03030 DNA replication;ko03450 Non-homologous end-joining
Spis4833.t2 SpisGene4833	ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
Spis6484 SpisGene6484	ko00270 Cysteine and methionine metabolism;ko00330 Arginine and proline metabolism;ko00480 Glutathione metabolism;ko00410 beta-Alanine metabolism
Spis5604 SpisGene5604	ko00140 Steroid hormone biosynthesis
Spis3051 SpisGene3051	ko04626 Plant-pathogen interaction
Spis18375 SpisGene18375	ko00364 Fluorobenzoate degradation;ko00361 gamma-Hexachlorocyclohexane degradation;ko00627 1,4-Dichlorobenzene degradation
Spis3074 SpisGene3074	ko00561 Glycerolipid metabolism
Spis14004 SpisGene14004	ko04514 Cell adhesion molecules (CAMs)
Spis11827 SpisGene11827	ko04120 Ubiquitin mediated proteolysis
Spis20832 SpisGene20832	ko00140 Steroid hormone biosynthesis
Spis4774 SpisGene4774	ko00052 Galactose metabolism
Spis23060 SpisGene23060	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis2110 SpisGene2110	ko00511 Other glycan degradation;ko04142 Lysosome
Spis11988 SpisGene11988	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis1474 SpisGene1474	ko04621 NOD-like receptor signaling pathway
Spis5515 SpisGene5515	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis190 SpisGene190	ko04010 MAPK signaling pathway
Spis19726 SpisGene19726	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00062 Fatty acid elongation in mitochondria;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis1460 SpisGene1460	ko04740 Olfactory transduction
Spis12080 SpisGene12080	ko00561 Glycerolipid metabolism
Spis17013 SpisGene17013	ko03040 Spliceosome;ko05322 Systemic lupus erythematosus
Spis18569 SpisGene18569	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
Spis23722 SpisGene23722	ko04080 Neuroactive ligand-receptor interaction
Spis15893 SpisGene15893	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis23401 SpisGene23401	ko04621 NOD-like receptor signaling pathway;ko04620 Toll-like receptor signaling pathway;ko04660 T cell receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04520 Adherens junction;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
Spis9361 SpisGene9361	ko03010 Ribosome
Spis5896 SpisGene5896	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis4386 SpisGene4386	ko00860 Porphyrin and chlorophyll metabolism
Spis17891 SpisGene17891	ko02010 ABC transporters
Spis616 SpisGene616	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01070 Biosynthesis of plant hormones;ko00340 Histidine metabolism
Spis10223 SpisGene10223	ko04115 p53 signaling pathway;ko04120 Ubiquitin mediated proteolysis
Spis24204 SpisGene24204	ko02010 ABC transporters
Spis7433 SpisGene7433	ko00910 Nitrogen metabolism
Spis3541 SpisGene3541	ko00450 Selenoamino acid metabolism;ko00730 Thiamine metabolism
Spis22815 SpisGene22815	ko04080 Neuroactive ligand-receptor interaction
Spis7336 SpisGene7336	ko04020 Calcium signaling pathway;ko04910 Insulin signaling pathway
Spis1100 SpisGene1100	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
Spis17281 SpisGene17281	ko04670 Leukocyte transendothelial migration;ko04720 Long-term potentiation
Spis7858 SpisGene7858	ko05320 Autoimmune thyroid disease;ko04080 Neuroactive ligand-receptor interaction
Spis24936 SpisGene24936	ko00010 Glycolysis / Gluconeogenesis;ko00720 Reductive carboxylate cycle (CO2 fixation);ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism
Spis3471 SpisGene3471	ko00500 Starch and sucrose metabolism
Spis17818 SpisGene17818	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
Spis25405 SpisGene25405	ko00280 Valine, leucine and isoleucine degradation;ko00290 Valine, leucine and isoleucine biosynthesis
Spis5999 SpisGene5999	ko04080 Neuroactive ligand-receptor interaction
Spis10802 SpisGene10802	ko00380 Tryptophan metabolism;ko00330 Arginine and proline metabolism;ko00260 Glycine, serine and threonine metabolism;ko00982 Drug metabolism - cytochrome P450;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism
Spis15390 SpisGene15390	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis11614 SpisGene11614	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis25144 SpisGene25144	ko03430 Mismatch repair;ko03420 Nucleotide excision repair
Spis4424.t3 SpisGene4424	ko04621 NOD-like receptor signaling pathway
Spis11791 SpisGene11791	ko03040 Spliceosome
Spis16676 SpisGene16676	ko04621 NOD-like receptor signaling pathway
Spis10010 SpisGene10010	ko04330 Notch signaling pathway
Spis2936 SpisGene2936	ko04514 Cell adhesion molecules (CAMs)
Spis13236 SpisGene13236	ko00910 Nitrogen metabolism
Spis10370 SpisGene10370	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Spis14467 SpisGene14467	ko02010 ABC transporters
Spis1249 SpisGene1249	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis1293 SpisGene1293	ko04514 Cell adhesion molecules (CAMs)
Spis21887 SpisGene21887	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
Spis15942 SpisGene15942	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis11049 SpisGene11049	ko04626 Plant-pathogen interaction
Spis13941 SpisGene13941	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis9485 SpisGene9485	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis18992 SpisGene18992	ko04020 Calcium signaling pathway;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis9637.t1 SpisGene9637	ko04111 Cell cycle - yeast
Spis14541 SpisGene14541	ko04950 Maturity onset diabetes of the young
Spis22776 SpisGene22776	ko04080 Neuroactive ligand-receptor interaction
Spis15137 SpisGene15137	ko00830 Retinol metabolism;ko00500 Starch and sucrose metabolism;ko00983 Drug metabolism - other enzymes;ko00053 Ascorbate and aldarate metabolism;ko00040 Pentose and glucuronate interconversions;ko00860 Porphyrin and chlorophyll metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00982 Drug metabolism - cytochrome P450;ko00140 Steroid hormone biosynthesis
Spis14179 SpisGene14179	ko04080 Neuroactive ligand-receptor interaction
Spis14290 SpisGene14290	ko04622 RIG-I-like receptor signaling pathway
Spis21744 SpisGene21744	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis2752 SpisGene2752	ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Spis4242 SpisGene4242	ko04142 Lysosome
Spis4300 SpisGene4300	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis20526 SpisGene20526	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis21378 SpisGene21378	ko03420 Nucleotide excision repair
Spis10351 SpisGene10351	ko00970 Aminoacyl-tRNA biosynthesis
Spis12403 SpisGene12403	ko00564 Glycerophospholipid metabolism
Spis16653 SpisGene16653	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis22242 SpisGene22242	ko04512 ECM-receptor interaction
Spis13225 SpisGene13225	ko04742 Taste transduction
Spis2652 SpisGene2652	ko04020 Calcium signaling pathway;ko00760 Nicotinate and nicotinamide metabolism
Spis991 SpisGene991	ko00061 Fatty acid biosynthesis;ko01040 Biosynthesis of unsaturated fatty acids
Spis9106 SpisGene9106	ko00260 Glycine, serine and threonine metabolism
Spis14846 SpisGene14846	ko04520 Adherens junction;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
Spis9281 SpisGene9281	ko04144 Endocytosis
Spis8600 SpisGene8600	ko00250 Alanine, aspartate and glutamate metabolism;ko00330 Arginine and proline metabolism
Spis20215 SpisGene20215	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00062 Fatty acid elongation in mitochondria;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis19976 SpisGene19976	ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
