AIPGENE12903	ko05016 Huntington's disease
AIPGENE23485	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism
AIPGENE12857	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE18203	ko04142 Lysosome
AIPGENE20492	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism
AIPGENE15376	ko04010 MAPK signaling pathway
AIPGENE13197	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE8911	ko04120 Ubiquitin mediated proteolysis
AIPGENE27278	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
AIPGENE14581	ko04080 Neuroactive ligand-receptor interaction
AIPGENE2498	ko04010 MAPK signaling pathway
AIPGENE8067	ko00510 N-Glycan biosynthesis
AIPGENE13329	ko04080 Neuroactive ligand-receptor interaction
AIPGENE9021	ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
AIPGENE21284	ko00260 Glycine, serine and threonine metabolism
AIPGENE431	ko03410 Base excision repair;ko03450 Non-homologous end-joining
AIPGENE26847	ko03430 Mismatch repair
AIPGENE6811	ko04360 Axon guidance
AIPGENE18101	ko00230 Purine metabolism;ko00500 Starch and sucrose metabolism;ko00770 Pantothenate and CoA biosynthesis;ko00740 Riboflavin metabolism;ko00760 Nicotinate and nicotinamide metabolism
AIPGENE9588	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE19939	ko00480 Glutathione metabolism
AIPGENE19170	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01061 Biosynthesis of phenylpropanoids;ko01070 Biosynthesis of plant hormones;ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
AIPGENE21081	ko02010 ABC transporters
AIPGENE2315	ko00361 gamma-Hexachlorocyclohexane degradation
AIPGENE11227	ko04610 Complement and coagulation cascades
AIPGENE14570	ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway;ko04670 Leukocyte transendothelial migration;ko04370 VEGF signaling pathway;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04360 Axon guidance
AIPGENE20884	ko00340 Histidine metabolism
AIPGENE3493	ko04722 Neurotrophin signaling pathway;ko05213 Endometrial cancer;ko04062 Chemokine signaling pathway;ko05223 Non-small cell lung cancer
AIPGENE1806	ko00561 Glycerolipid metabolism
AIPGENE17384	ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
AIPGENE589	ko00270 Cysteine and methionine metabolism;ko00010 Glycolysis / Gluconeogenesis;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism
AIPGENE8451	ko03050 Proteasome
AIPGENE11255	ko00534 Heparan sulfate biosynthesis;ko00532 Chondroitin sulfate biosynthesis
AIPGENE13017	ko00600 Sphingolipid metabolism
AIPGENE5258	ko04510 Focal adhesion
AIPGENE17845	ko00620 Pyruvate metabolism;ko00630 Glyoxylate and dicarboxylate metabolism
AIPGENE8703	ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE23828	ko03040 Spliceosome
AIPGENE14484	ko04512 ECM-receptor interaction;ko05200 Pathways in cancer;ko04510 Focal adhesion;ko05222 Small cell lung cancer
AIPGENE1821	ko03022 Basal transcription factors
AIPGENE1201	ko04150 mTOR signaling pathway
AIPGENE17564	ko00230 Purine metabolism;ko05340 Primary immunodeficiency
AIPGENE2124	ko04142 Lysosome
AIPGENE18289	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE22279	ko03060 Protein export
AIPGENE1176	ko04360 Axon guidance
AIPGENE28804	ko04626 Plant-pathogen interaction
AIPGENE25892	ko03010 Ribosome
AIPGENE8376	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE10480	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE28411	ko05200 Pathways in cancer;ko04115 p53 signaling pathway;ko04114 Oocyte meiosis;ko05215 Prostate cancer;ko05222 Small cell lung cancer;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle
AIPGENE8777	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE21183	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE1180	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
AIPGENE10255	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
AIPGENE17639	ko04360 Axon guidance
AIPGENE5889	ko00380 Tryptophan metabolism;ko00643 Styrene degradation;ko00330 Arginine and proline metabolism;ko00632 Benzoate degradation via CoA ligation;ko00460 Cyanoamino acid metabolism;ko01070 Biosynthesis of plant hormones;ko00360 Phenylalanine metabolism
AIPGENE5372	ko05010 Alzheimer's disease
AIPGENE13007	ko05322 Systemic lupus erythematosus
AIPGENE14060	ko00140 Steroid hormone biosynthesis
AIPGENE6654	ko04310 Wnt signaling pathway
AIPGENE6303	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
AIPGENE11602	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04720 Long-term potentiation
AIPGENE14658	ko04530 Tight junction;ko04010 MAPK signaling pathway
AIPGENE4021	ko04080 Neuroactive ligand-receptor interaction
AIPGENE21320	ko04140 Regulation of autophagy
AIPGENE1726	ko00480 Glutathione metabolism
AIPGENE22115	ko04144 Endocytosis
AIPGENE12063	ko00531 Glycosaminoglycan degradation
AIPGENE17449	ko00564 Glycerophospholipid metabolism
AIPGENE18245	ko00230 Purine metabolism;ko03018 RNA degradation;ko00240 Pyrimidine metabolism
AIPGENE16665	ko04310 Wnt signaling pathway
AIPGENE27135	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE4634	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko03020 RNA polymerase
AIPGENE13863	ko05410 Hypertrophic cardiomyopathy (HCM);ko04614 Renin-angiotensin system
AIPGENE771	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE8744	ko04010 MAPK signaling pathway
AIPGENE27412	ko04115 p53 signaling pathway
AIPGENE9201	ko00030 Pentose phosphate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko00040 Pentose and glucuronate interconversions
AIPGENE26861	ko04530 Tight junction;ko04144 Endocytosis
AIPGENE24841	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
AIPGENE15007	ko00330 Arginine and proline metabolism
AIPGENE4798	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE8225	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE6806	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE14903	ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko04930 Type II diabetes mellitus;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism;ko05212 Pancreatic cancer;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko05223 Non-small cell lung cancer;ko04670 Leukocyte transendothelial migration;ko04062 Chemokine signaling pathway;ko04510 Focal adhesion;ko05222 Small cell lung cancer;ko04210 Apoptosis;ko04630 Jak-STAT signaling pathway;ko04370 VEGF signaling pathway;ko04960 Aldosterone-regulated sodium reabsorption;ko05215 Prostate cancer;ko05211 Renal cell carcinoma;ko05218 Melanoma;ko04660 T cell receptor signaling pathway;ko04664 Fc epsilon RI signaling pathway;ko04070 Phosphatidylinositol signaling system;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
AIPGENE6268	ko04610 Complement and coagulation cascades
AIPGENE29014	ko00500 Starch and sucrose metabolism
AIPGENE9821	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE27007	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
AIPGENE1697	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
AIPGENE16487	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle
AIPGENE1603	ko04062 Chemokine signaling pathway;ko04670 Leukocyte transendothelial migration;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE20211	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE4334	ko04610 Complement and coagulation cascades
AIPGENE21146	ko03320 PPAR signaling pathway;ko00120 Primary bile acid biosynthesis
AIPGENE27123	ko05216 Thyroid cancer;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko05212 Pancreatic cancer;ko04270 Vascular smooth muscle contraction;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko04720 Long-term potentiation;ko05210 Colorectal cancer;ko05211 Renal cell carcinoma;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko05218 Melanoma;ko05223 Non-small cell lung cancer;ko05213 Endometrial cancer;ko04062 Chemokine signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
AIPGENE10078	ko04722 Neurotrophin signaling pathway;ko04370 VEGF signaling pathway;ko04010 MAPK signaling pathway
AIPGENE3072	ko05110 Vibrio cholerae infection
AIPGENE21464	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
AIPGENE2306	ko03420 Nucleotide excision repair
AIPGENE24769	ko00230 Purine metabolism;ko04113 Meiosis - yeast
AIPGENE29210	ko00230 Purine metabolism
AIPGENE727	ko04742 Taste transduction
AIPGENE2057	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE27656	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
AIPGENE20640	ko04111 Cell cycle - yeast
AIPGENE13747	ko03010 Ribosome
AIPGENE15659	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko03018 RNA degradation;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE26429	ko04080 Neuroactive ligand-receptor interaction
AIPGENE13458	ko00061 Fatty acid biosynthesis
AIPGENE19112	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE23767	ko05200 Pathways in cancer;ko05211 Renal cell carcinoma
AIPGENE20682	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04720 Long-term potentiation
AIPGENE23340	ko04510 Focal adhesion;ko04060 Cytokine-cytokine receptor interaction;ko04370 VEGF signaling pathway;ko04144 Endocytosis
AIPGENE10509	ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
AIPGENE3203	ko04130 SNARE interactions in vesicular transport
AIPGENE19414	ko04610 Complement and coagulation cascades
AIPGENE12489	ko04360 Axon guidance;ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE7994	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM);ko05416 Viral myocarditis;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
AIPGENE17464	ko04080 Neuroactive ligand-receptor interaction
AIPGENE1461	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE21162	ko00533 Keratan sulfate biosynthesis
AIPGENE14341	ko00510 N-Glycan biosynthesis
AIPGENE1078	ko04010 MAPK signaling pathway
AIPGENE23274	ko04142 Lysosome
AIPGENE5486	ko04144 Endocytosis
AIPGENE17283	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE10483	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE3030	ko04010 MAPK signaling pathway
AIPGENE1771	ko00510 N-Glycan biosynthesis
AIPGENE21999	ko03430 Mismatch repair;ko03030 DNA replication;ko03440 Homologous recombination;ko03420 Nucleotide excision repair
AIPGENE20637	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko04623 Cytosolic DNA-sensing pathway;ko03020 RNA polymerase
AIPGENE26868	ko04530 Tight junction;ko04144 Endocytosis
AIPGENE1595	ko04130 SNARE interactions in vesicular transport
AIPGENE3978	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko04623 Cytosolic DNA-sensing pathway;ko03020 RNA polymerase
AIPGENE7867	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE28644	ko00230 Purine metabolism
AIPGENE26910	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
AIPGENE22507	ko00564 Glycerophospholipid metabolism;ko00440 Phosphonate and phosphinate metabolism
AIPGENE16020	ko05200 Pathways in cancer;ko04810 Regulation of actin cytoskeleton;ko05219 Bladder cancer;ko04144 Endocytosis;ko04010 MAPK signaling pathway
AIPGENE24184	ko00511 Other glycan degradation;ko04142 Lysosome
AIPGENE8300	ko03040 Spliceosome
AIPGENE486	ko03440 Homologous recombination
AIPGENE20057	ko04662 B cell receptor signaling pathway
AIPGENE15698	ko03430 Mismatch repair
AIPGENE3776	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism;ko00330 Arginine and proline metabolism;ko00471 D-Glutamine and D-glutamate metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
AIPGENE20475	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE317	ko00590 Arachidonic acid metabolism;ko00450 Selenoamino acid metabolism;ko00430 Taurine and hypotaurine metabolism;ko00480 Glutathione metabolism;ko00460 Cyanoamino acid metabolism
AIPGENE18437	ko00564 Glycerophospholipid metabolism
AIPGENE19382	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE23328	ko00510 N-Glycan biosynthesis
AIPGENE20677	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism
AIPGENE5585	ko03010 Ribosome
AIPGENE11566	ko03018 RNA degradation
AIPGENE19914	ko00340 Histidine metabolism
AIPGENE22412	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE5865	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE10560	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
AIPGENE13040	ko00970 Aminoacyl-tRNA biosynthesis
AIPGENE19319	ko00340 Histidine metabolism
AIPGENE8276	ko05416 Viral myocarditis;ko04530 Tight junction
AIPGENE14410	ko04510 Focal adhesion;ko04010 MAPK signaling pathway
AIPGENE10774	ko05020 Prion diseases
AIPGENE29242	ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE5173	ko00750 Vitamin B6 metabolism;ko00260 Glycine, serine and threonine metabolism
AIPGENE884	ko04020 Calcium signaling pathway
AIPGENE7942	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
AIPGENE4749	ko04020 Calcium signaling pathway;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE6213	ko05010 Alzheimer's disease;ko04360 Axon guidance
AIPGENE6277	ko04120 Ubiquitin mediated proteolysis
AIPGENE13708	ko03410 Base excision repair
AIPGENE4648	ko04514 Cell adhesion molecules (CAMs)
AIPGENE6165	ko04512 ECM-receptor interaction;ko04514 Cell adhesion molecules (CAMs);ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05414 Dilated cardiomyopathy;ko05222 Small cell lung cancer
AIPGENE16188	ko05016 Huntington's disease
AIPGENE8991	ko04610 Complement and coagulation cascades
AIPGENE9856	ko04621 NOD-like receptor signaling pathway
AIPGENE5339	ko05110 Vibrio cholerae infection
AIPGENE13431	ko04010 MAPK signaling pathway
AIPGENE23597	ko00750 Vitamin B6 metabolism
AIPGENE20910	ko04514 Cell adhesion molecules (CAMs);ko04640 Hematopoietic cell lineage;ko04662 B cell receptor signaling pathway
AIPGENE10745	ko04080 Neuroactive ligand-receptor interaction
AIPGENE23125	ko04620 Toll-like receptor signaling pathway
AIPGENE18179	ko00230 Purine metabolism
AIPGENE25889	ko03010 Ribosome
AIPGENE12547	ko05016 Huntington's disease
AIPGENE28301	ko04310 Wnt signaling pathway
AIPGENE6798	ko04080 Neuroactive ligand-receptor interaction
AIPGENE18126	ko04610 Complement and coagulation cascades
AIPGENE28193	ko04360 Axon guidance
AIPGENE19794	ko04146 Peroxisome;ko03320 PPAR signaling pathway;ko00120 Primary bile acid biosynthesis
AIPGENE12558	ko04621 NOD-like receptor signaling pathway
AIPGENE28491	ko04610 Complement and coagulation cascades
AIPGENE8916	ko04115 p53 signaling pathway;ko04310 Wnt signaling pathway;ko04120 Ubiquitin mediated proteolysis
AIPGENE24154	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
AIPGENE15503	ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE26736	ko03040 Spliceosome;ko03018 RNA degradation
AIPGENE26238	ko04080 Neuroactive ligand-receptor interaction
AIPGENE16350	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE25022	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE8839	ko00270 Cysteine and methionine metabolism
AIPGENE14312	ko04610 Complement and coagulation cascades
AIPGENE7495	ko04120 Ubiquitin mediated proteolysis
AIPGENE6703	ko04610 Complement and coagulation cascades
AIPGENE5200	ko04010 MAPK signaling pathway
AIPGENE13733	ko04146 Peroxisome
AIPGENE26248	ko04120 Ubiquitin mediated proteolysis
AIPGENE14531	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE4157	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04720 Long-term potentiation
AIPGENE11269	ko04530 Tight junction
AIPGENE21669	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko04310 Wnt signaling pathway
AIPGENE19379	ko04610 Complement and coagulation cascades
AIPGENE24886	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE6150	ko05221 Acute myeloid leukemia
AIPGENE24845	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis
AIPGENE4664	ko03040 Spliceosome
AIPGENE17483	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE20144	ko03450 Non-homologous end-joining
AIPGENE14203	ko04144 Endocytosis
AIPGENE24972	ko00140 Steroid hormone biosynthesis
AIPGENE12974	ko04630 Jak-STAT signaling pathway;ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis
AIPGENE20689	ko01061 Biosynthesis of phenylpropanoids;ko00940 Phenylpropanoid biosynthesis;ko00680 Methane metabolism;ko00360 Phenylalanine metabolism
AIPGENE8529	ko03420 Nucleotide excision repair
AIPGENE500	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
AIPGENE27509	ko00270 Cysteine and methionine metabolism;ko00260 Glycine, serine and threonine metabolism
AIPGENE16693	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE28569	ko03050 Proteasome
AIPGENE14513	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE8980	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism
AIPGENE6199	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
AIPGENE3525	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE25233	ko02010 ABC transporters
AIPGENE3704	ko04350 TGF-beta signaling pathway
AIPGENE25781	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
AIPGENE2629	ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
AIPGENE1702	ko03070 Bacterial secretion system;ko03060 Protein export
AIPGENE23070	ko00140 Steroid hormone biosynthesis
AIPGENE9062	ko04144 Endocytosis
AIPGENE1626	ko04270 Vascular smooth muscle contraction
AIPGENE22500	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
AIPGENE21705	ko04115 p53 signaling pathway;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
AIPGENE21415	ko04010 MAPK signaling pathway
AIPGENE16393	ko03040 Spliceosome
AIPGENE1352	ko04612 Antigen processing and presentation;ko04142 Lysosome
AIPGENE27252	ko04146 Peroxisome;ko05016 Huntington's disease
AIPGENE11539	ko04610 Complement and coagulation cascades
AIPGENE12436	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE9616	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism;ko04730 Long-term depression;ko04540 Gap junction
AIPGENE19121	ko00330 Arginine and proline metabolism
AIPGENE5860	ko03040 Spliceosome
AIPGENE11123	ko05216 Thyroid cancer;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko04320 Dorso-ventral axis formation;ko05212 Pancreatic cancer;ko05200 Pathways in cancer;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko05223 Non-small cell lung cancer;ko04916 Melanogenesis;ko04062 Chemokine signaling pathway;ko04370 VEGF signaling pathway;ko04540 Gap junction;ko04960 Aldosterone-regulated sodium reabsorption;ko04013 MAPK signaling pathway - fly;ko05215 Prostate cancer;ko04360 Axon guidance;ko05211 Renal cell carcinoma;ko04530 Tight junction;ko04720 Long-term potentiation;ko05218 Melanoma;ko04660 T cell receptor signaling pathway;ko04664 Fc epsilon RI signaling pathway;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
AIPGENE15166	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE15919	ko03022 Basal transcription factors
AIPGENE4928	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE3442	ko04210 Apoptosis
AIPGENE18927	ko05012 Parkinson's disease
AIPGENE5841	ko04670 Leukocyte transendothelial migration
AIPGENE26595	ko00640 Propanoate metabolism
AIPGENE27652	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE12526	ko01040 Biosynthesis of unsaturated fatty acids
AIPGENE18356	ko04740 Olfactory transduction
AIPGENE14029	ko04610 Complement and coagulation cascades
AIPGENE14941	ko00350 Tyrosine metabolism
AIPGENE28951	ko00230 Purine metabolism
AIPGENE15804	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM);ko05416 Viral myocarditis;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
AIPGENE8252	ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05416 Viral myocarditis;ko04670 Leukocyte transendothelial migration;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05414 Dilated cardiomyopathy;ko04530 Tight junction;ko05130 Pathogenic Escherichia coli infection;ko04520 Adherens junction;ko05110 Vibrio cholerae infection
AIPGENE10200	ko04920 Adipocytokine signaling pathway;ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism
AIPGENE5930	ko05200 Pathways in cancer;ko05212 Pancreatic cancer
AIPGENE13696	ko04142 Lysosome
AIPGENE13350	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
AIPGENE26830	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE14043	ko05200 Pathways in cancer;ko05222 Small cell lung cancer
AIPGENE26802	ko04330 Notch signaling pathway
AIPGENE20596	ko05200 Pathways in cancer;ko05210 Colorectal cancer
AIPGENE19158	ko00830 Retinol metabolism;ko00561 Glycerolipid metabolism
AIPGENE17209	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE19888	ko03410 Base excision repair;ko00230 Purine metabolism;ko03030 DNA replication;ko03440 Homologous recombination;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
